ac,AC,0.0124004938,3938
ac,air,0.0124004938,3938
ac,",climate",0.0124004938,3938
ac,",cooling",0.0124004938,3938
ac,-A/C,0.0124004938,3938
ac,-AC,0.0124004938,3938
ac,-Climate,0.0124004938,3938
ac,-Cooling,0.0124004938,3938
ac,-Dual-Climate,0.0124004938,3938
ac,Air-conditioned,0.0124004938,3938
ac,Air.,0.0124004938,3938
ac,Air/heated,0.0124004938,3938
ac,Air;,0.0124004938,3938
ac,Buttons/AC,0.0124004938,3938
ac,CLIMATE,0.0124004938,3938
ac,COOLING,0.0124004938,3938
ac,Climate,0.0124004938,3938
ac,Compass/Temperature,0.0124004938,3938
ac,Conditioned,0.0124004938,3938
ac,Conditioned/Heated,0.0124004938,3938
ac,Conditioning,0.0124004938,3938
ac,Defrost,0.0124004938,3938
ac,HEATING,0.0124004938,3938
ac,Ventilated,0.0124004938,3938
ac,"Ventilated,",0.0124004938,3938
ac,Ventilation,0.0124004938,3938
ac,XM/cooling,0.0124004938,3938
ac,aircondition,0.0124004938,3938
ac,climate,0.0124004938,3938
ac,cooling/heating,0.0124004938,3938
ac,dash/air,0.0124004938,3938
ac,defog,0.0124004938,3938
ac,dual-climate,0.0124004938,3938
ac,navigation/stereo/climate,0.0124004938,3938
ac,temp/AC/fan,0.0124004938,3938
ac,temperature/humidity,0.0124004938,3938
ac,w/air,0.0124004938,3938
acceleration,acceleration,0.0093050937,2955
acceleration,Accelerate,0.0093050937,2955
acceleration,Accelerator,0.0093050937,2955
acceleration,accel,0.0093050937,2955
acceleration,accelerometer,0.0093050937,2955
acceleration,decelerate,0.0093050937,2955
acceleration,excelerated,0.0093050937,2955
acceleration,exceleration,0.0093050937,2955
acceleration,excellerate,0.0093050937,2955
acceleration,"excellerate,",0.0093050937,2955
acceleration,excellerates,0.0093050937,2955
acceleration,excelleration,0.0093050937,2955
acceleration,excelleration.,0.0093050937,2955
acceleration,excellortes,0.0093050937,2955
acceleration,excellurate,0.0093050937,2955
acceleration,far.Acceleration,0.0093050937,2955
acceleration,fast!...acceleration,0.0093050937,2955
acceleration,gas/acceleration,0.0093050937,2955
acceleration,"notaccelerating,",0.0093050937,2955
acceleration,over-accelerates,0.0093050937,2955
acceleration,react/accelerate.,0.0093050937,2955
acceleration,self-accelerating,0.0093050937,2955
acceleration,started.A/C,0.0093050937,2955
acceleration,"system,acceleration.design",0.0093050937,2955
acceleration,",acceleration",0.0093050937,2955
amenities,accessories,0.0082785419,2629
amenities,(antenna,0.0082785419,2629
amenities,ANTENNA,0.0082785419,2629
amenities,Accessory,0.0082785419,2629
amenities,Tissuebox,0.0082785419,2629
amenities,accerories,0.0082785419,2629
amenities,accesories,0.0082785419,2629
amenities,accouterments,0.0082785419,2629
amenities,Ashtray,0.0082785419,2629
amenities,HORN,0.0082785419,2629
amenities,Lighter,0.0082785419,2629
amenities,Mirror,0.0082785419,2629
amenities,Sunshade,0.0082785419,2629
amenities,Sunvisor,0.0082785419,2629
amenities,Visor,0.0082785419,
amenities,amenities,0.0082785419,
amenities,mirrrors,0.0082785419,2629
amenities,clock,0.0082785419,2629
amenities,Compass,0.0082785419,2629
amenities,compas,0.0082785419,2629
battery,battery,0.0029757406,945
battery,batterys,0.0029757406,945
battery,btry.,0.0029757406,945
bluetooth,Bluelink,0.0074251814,2358
bluetooth,Bluetooth,0.0074251814,2358
body,body,0.0030387193,965
body,Chassis,0.0030387193,965
brakes,Brake,0.0113487505,3604
brakes,Brakes,0.0113487505,3604
brakes,Braking,0.0113487505,3604
brakes,Caliper,0.0113487505,3604
brakes,Callipers,0.0113487505,3604
brakes,ebrake,0.0113487505,3604
brakes,handbrake,0.0113487505,3604
built,built,0.0028749748,913
built,construction,0.0028749748,913
built,construct,0.0028749748,913
bumper,Bumper,0.0021538694,684
bumper,bummer,0.0021538694,684
bumper,fender,0.0021538694,684
buttons,button,0.0057090135,1813
buttons,knob,0.0057090135,1813
buttons,lever,0.0057090135,1813
buttons,multiknob,0.0057090135,1813
buttons,pushbutton,0.0057090135,1813
camera,Camera,0.0061120768,1941
camera,Camara,0.0061120768,1941
camera,rearcamera,0.0061120768,1941
cellphone,Andriod,0.0097207527,3087
cellphone,Android,0.0097207527,3087
cellphone,Blackberry,0.0097207527,3087
cellphone,IPHONE.,0.0097207527,3087
cellphone,IPOD,0.0097207527,3087
cellphone,IPad,0.0097207527,3087
cellphone,Ipaid,0.0097207527,3087
cellphone,Phone,0.0097207527,3087
cellphone,Smartphone,0.0097207527,3087
comfort,Comfort,0.0280349405,8903
comfort,Comfortability,0.0280349405,8903
comfort,Comfy,0.0280349405,8903
comfort,Confort,0.0280349405,8903
comfort,Confy,0.0280349405,8903
comfort,UNCOMFORTABLE,0.0280349405,8903
comfort,uncomfortably,0.0280349405,8903
comfort,uncomfy,0.0280349405,8903
computer,Computer,0.0029474002,936
computer,PC,0.0029474002,936
computer,Apps,0.0029474002,936
computer,CPU,0.0029474002,936
computer,Computerized,0.0029474002,936
computer,SIRI,0.0029474002,936
computer,Software,0.0029474002,936
computer,computation,0.0029474002,936
computer,compute,0.0029474002,936
computer,download,0.0029474002,936
computer,"netbook,",0.0029474002,936
connectivity,connectivity,0.0056145455,1783
connectivity,Aux,0.0056145455,1783
connectivity,Auxilary,0.0056145455,1783
connectivity,Auxiliary,0.0056145455,1783
connectivity,Auxillary,0.0056145455,1783
connectivity,Internet,0.0056145455,1783
connectivity,USB,0.0056145455,1783
connectivity,WIFI,0.0056145455,1783
connectivity,WiFi,0.0056145455,1783
connectivity,connect,0.0056145455,1783
console,Console,0.0034984633,1111
control,control,0.0126838976,4028
control,controller,0.0126838976,4028
control,controls,0.0126838976,4028
cost,Price,0.0229084794,7275
cost,cost,0.0229084794,7275
cost,value,0.0229084794,7275
cost,valued,0.0229084794,7275
cost,AFFORDABLE,0.0229084794,7275
cost,Economical,0.0229084794,7275
cost,OVERPRICED,0.0229084794,7275
cost,Priced,0.0229084794,7275
cost,afford,0.0229084794,7275
cost,affordability,0.0229084794,7275
cost,affordable,0.0229084794,7275
cost,affordible,0.0229084794,7275
cost,bargain,0.0229084794,7275
cost,deal,0.0229084794,
cost,underpriced.,0.0229084794,7275
cupholders,beverage,0.0035771866,1136
cupholders,cup,0.0035771866,1136
cupholders,cupholders,0.0035771866,1136
cupholders,drink,0.0035771866,1136
cupholders,mug,0.0035771866,1136
cupholders,HOLDER,0.0035771866,1136
cupholders,Holders,0.0035771866,1136
dashboard,dashboard,0.0062443319,1983
dashboard,DASH,0.0062443319,1983
design,Design,0.0110275595,3502
design,Designed,0.0110275595,3502
design,Designing,0.0110275595,3502
design,designn,0.0110275595,3502
